consumer_id,consumer_name,consumer_type,connection_type,tariff_category,district,area,address,latitude,longitude,sanctioned_load_kw,meter_number,installation_date,base_consumption,is_anomalous
MN-SEN-000278,Ahongsangbam Thangal,residential,single_phase,BPL Category,Senapati,Kangpokpi,"Kangpokpi, Senapati, Manipur",25.290488,93.978171,2.29,MNP336828,2022-04-28,4.59,False
MN-IMP-000279,Jilangamba Poumai,residential,single_phase,Domestic LT-II,Imphal West,Lamphel,"Lamphel, Imphal West, Manipur",24.784886,93.909325,5.62,MNP158840,2020-06-07,11.23,False
MN-THO-000280,Chandrakala Angami,residential,single_phase,Domestic LT-I,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.636239,94.037088,4.35,MNP653815,2023-10-07,8.69,False
MN-CHA-000281,Okram Lamkang,residential,three_phase,BPL Category,Chandel,Chakpikarong,"Chakpikarong, Chandel, Manipur",24.302619,94.199061,2.3,MNP790077,2023-10-27,4.6,False
MN-UKH-000282,Bijoy Simte,residential,single_phase,BPL Category,Ukhrul,Ukhrul Town,"Ukhrul Town, Ukhrul, Manipur",25.192214,94.329733,3.37,MNP960778,2021-10-09,6.73,False
MN-CHU-000283,Kauna Craft,commercial,single_phase,Commercial HT,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.312802,93.799531,23.82,MNP809922,2020-12-21,47.64,False
MN-THO-000284,Memcha Vaiphei,residential,single_phase,Domestic LT-I,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.659539,93.960061,4.87,MNP457137,2020-08-11,9.75,False
MN-SEN-000285,Khwairamband Bazaar,commercial,three_phase,Commercial HT,Senapati,Mao,"Mao, Senapati, Manipur",25.241981,94.129611,14.17,MNP614435,2022-09-22,28.33,False
MN-SEN-000286,Ibotombi Poumai,residential,single_phase,BPL Category,Senapati,Tadubi,"Tadubi, Senapati, Manipur",25.238138,93.95731,3.62,MNP409727,2019-07-13,7.25,False
MN-IMP-000287,Ongbi Poumai,residential,single_phase,BPL Category,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.789539,93.8846,4.99,MNP261771,2019-11-10,9.98,False
MN-UKH-000288,Thoiba Monsang,residential,single_phase,Domestic LT-II,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.090658,94.404878,3.48,MNP207197,2023-04-06,6.97,False
MN-SEN-000289,Tombi Devi,residential,single_phase,BPL Category,Senapati,Liyai,"Liyai, Senapati, Manipur",25.280153,94.061928,2.2,MNP197584,2020-08-28,4.4,False
MN-UKH-000290,Oinam Tangkhul,residential,single_phase,Domestic LT-I,Ukhrul,Litan,"Litan, Ukhrul, Manipur",25.036386,94.472357,5.76,MNP860053,2020-11-13,11.52,False
MN-BIS-000291,Manipur Handloom,commercial,single_phase,Commercial HT,Bishnupur,Karang,"Karang, Bishnupur, Manipur",24.587331,93.790612,28.43,MNP277735,2023-03-24,56.86,False
MN-CHU-000292,Okram Paite,residential,single_phase,Domestic LT-II,Churachandpur,Thanlon,"Thanlon, Churachandpur, Manipur",24.36131,93.653808,2.2,MNP414313,2021-04-16,4.41,False
MN-UKH-000293,Gomti Restaurant,commercial,three_phase,Commercial HT,Ukhrul,Lunghar,"Lunghar, Ukhrul, Manipur",25.143194,94.431785,8.38,MNP722651,2020-07-19,16.76,False
MN-IMP-000294,Thoibi Rongmei,residential,single_phase,BPL Category,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.765538,93.896175,4.52,MNP498343,2022-02-27,9.05,False
MN-SEN-000295,Pukhrambam Anal,residential,single_phase,BPL Category,Senapati,Karong,"Karong, Senapati, Manipur",25.203942,93.970822,5.1,MNP310608,2021-04-26,10.2,False
MN-SEN-000296,Hemabati Chothe,residential,single_phase,Domestic LT-II,Senapati,Mao,"Mao, Senapati, Manipur",25.235709,94.080549,2.57,MNP956156,2019-08-07,5.14,False
MN-IMP-000297,Bijoy Tarao,residential,single_phase,BPL Category,Imphal West,Irilbung,"Irilbung, Imphal West, Manipur",24.756961,93.897022,4.75,MNP128223,2019-12-05,9.5,False
MN-BIS-000298,Chanu Tangkhul,residential,single_phase,Domestic LT-I,Bishnupur,Toubul,"Toubul, Bishnupur, Manipur",24.63557,93.874533,3.29,MNP764100,2022-04-22,6.57,False
MN-THO-000299,Chanu Liangmai,residential,three_phase,Domestic LT-II,Thoubal,Khongjom,"Khongjom, Thoubal, Manipur",24.666809,93.980748,2.82,MNP710527,2021-10-04,5.64,False
MN-SEN-000300,Heisnam Tarao,residential,single_phase,Domestic LT-I,Senapati,Willong,"Willong, Senapati, Manipur",25.379267,93.9526,1.88,MNP214682,2019-09-11,3.77,False
MN-UKH-000301,Ahongshangbam Rongmei,residential,three_phase,Domestic LT-II,Ukhrul,Kamjong,"Kamjong, Ukhrul, Manipur",25.041577,94.305306,2.32,MNP934908,2021-08-04,4.63,False
MN-IMP-000302,Thiyam Chiru,residential,single_phase,BPL Category,Imphal West,Kwakeithel,"Kwakeithel, Imphal West, Manipur",24.790813,93.9095,5.52,MNP703178,2022-10-07,11.03,False
MN-SEN-000303,Yumlembam Devi,residential,single_phase,Domestic LT-II,Senapati,Liyai,"Liyai, Senapati, Manipur",25.363489,94.018363,2.67,MNP536181,2023-07-11,5.33,False
MN-THO-000304,Umakanta Thangal,residential,single_phase,BPL Category,Thoubal,Lilong,"Lilong, Thoubal, Manipur",24.637969,94.038544,2.71,MNP606384,2022-01-19,5.41,False
MN-CHA-000305,Chanu Monsang,residential,single_phase,BPL Category,Chandel,New Samtal,"New Samtal, Chandel, Manipur",24.42483,94.122823,3.98,MNP220675,2023-11-17,7.97,False
MN-IMP-000306,Gomti Restaurant,commercial,three_phase,Shops & Establishments,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.780529,93.900613,38.32,MNP267914,2022-02-24,76.65,False
MN-CHA-000307,Thangjam Thadou,residential,single_phase,Domestic LT-II,Chandel,Moreh,"Moreh, Chandel, Manipur",24.452721,94.042034,5.41,MNP514798,2023-11-04,10.82,False
MN-BIS-000308,Yaiphabi Singh,residential,single_phase,Domestic LT-I,Bishnupur,Toubul,"Toubul, Bishnupur, Manipur",24.598743,93.884183,5.1,MNP391865,2019-10-15,10.2,False
MN-IMP-000309,Wahengbam Thadou,residential,single_phase,Domestic LT-I,Imphal West,Irilbung,"Irilbung, Imphal West, Manipur",24.779765,93.881573,2.71,MNP579776,2023-05-14,5.42,False
MN-CHA-000310,Ojita Poumai,residential,single_phase,BPL Category,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.408327,94.190043,2.66,MNP219781,2022-01-20,5.32,False
MN-CHA-000311,Ibotombi Monsang,residential,three_phase,BPL Category,Chandel,Khengjoy,"Khengjoy, Chandel, Manipur",24.327871,94.250479,5.93,MNP188868,2020-03-27,11.86,False
MN-IMP-000312,Ibemhal Thadou,residential,single_phase,Domestic LT-I,Imphal West,Uripok,"Uripok, Imphal West, Manipur",24.786798,93.892018,2.73,MNP635638,2021-10-29,5.45,False
MN-THO-000313,Chandrakala Thadou,residential,single_phase,BPL Category,Thoubal,Leisho,"Leisho, Thoubal, Manipur",24.601839,94.087145,2.03,MNP827117,2020-05-21,4.06,False
MN-THO-000314,NEEPCO Office,industrial,three_phase,Industrial HT,Thoubal,Mayang Imphal,"Mayang Imphal, Thoubal, Manipur",24.657652,93.991108,128.67,MNP402865,2023-03-21,257.34,False
MN-CHA-000315,Yumlembam Singh,residential,single_phase,Domestic LT-I,Chandel,Khengjoy,"Khengjoy, Chandel, Manipur",24.430284,94.248923,2.43,MNP954815,2021-11-07,4.86,False
MN-CHA-000316,Bamboo Processing Unit,industrial,three_phase,Industrial HT,Chandel,Liwa Sarei,"Liwa Sarei, Chandel, Manipur",24.302199,94.041066,184.0,MNP535820,2020-01-09,368.01,False
MN-CHA-000317,BT Road Market,commercial,three_phase,Commercial LT,Chandel,Machi,"Machi, Chandel, Manipur",24.474778,94.179224,27.02,MNP406278,2023-10-28,54.03,False
MN-CHU-000318,Maipaksana Inpui,residential,single_phase,Domestic LT-I,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.399756,93.676306,5.61,MNP700534,2023-05-14,11.23,False
MN-UKH-000319,Nabachandra Liangmai,residential,single_phase,Domestic LT-II,Ukhrul,Pushing,"Pushing, Ukhrul, Manipur",25.083754,94.376628,3.84,MNP207391,2019-11-17,7.67,False
MN-BIS-000320,Ema Market,commercial,single_phase,Commercial HT,Bishnupur,Ningthoukhong,"Ningthoukhong, Bishnupur, Manipur",24.554697,93.774943,31.49,MNP956401,2023-07-08,62.97,False
MN-IMP-000321,Manihar Mao,residential,three_phase,BPL Category,Imphal West,Uripok,"Uripok, Imphal West, Manipur",24.755796,93.922221,2.6,MNP763508,2021-08-09,5.21,False
MN-THO-000322,Biren Mao,residential,single_phase,BPL Category,Thoubal,Wabagai,"Wabagai, Thoubal, Manipur",24.63893,93.993304,3.1,MNP664939,2023-01-23,6.2,False
MN-CHU-000323,Ibeyaima Vaiphei,residential,single_phase,Domestic LT-II,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.407857,93.694568,4.05,MNP162165,2022-06-14,8.1,False
MN-THO-000324,Gomti Restaurant,commercial,single_phase,Commercial HT,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.647605,94.049551,37.95,MNP968726,2022-08-14,75.89,False
MN-SEN-000325,Hotel Classic Grande,commercial,three_phase,Commercial HT,Senapati,Liyai,"Liyai, Senapati, Manipur",25.346514,93.992988,8.51,MNP758309,2021-09-06,17.03,False
MN-IMP-000326,Ibeyaima Lamkang,residential,single_phase,Domestic LT-II,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.768358,93.921655,1.73,MNP576782,2021-04-08,3.46,False
MN-IMP-000327,Victoria Meetei,residential,single_phase,Domestic LT-II,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.814746,93.971779,3.0,MNP328411,2021-08-06,6.01,False
MN-CHA-000328,City Pharmacy,commercial,three_phase,Commercial HT,Chandel,Chakpikarong,"Chakpikarong, Chandel, Manipur",24.454182,94.031979,9.94,MNP673896,2020-10-06,19.88,False
MN-CHA-000329,Tomba Vaiphei,residential,single_phase,Domestic LT-II,Chandel,Khudengthabi,"Khudengthabi, Chandel, Manipur",24.445638,94.148647,4.6,MNP117072,2023-04-23,9.2,False
MN-THO-000330,Nirmalabas High School,commercial,single_phase,Commercial HT,Thoubal,Heirok,"Heirok, Thoubal, Manipur",24.643483,93.98696,34.12,MNP312146,2020-02-22,68.24,False
MN-CHU-000331,Shija Hospital,commercial,single_phase,Commercial HT,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.419912,93.754204,16.34,MNP362552,2023-07-18,32.69,False
MN-THO-000332,Sanasam Aimol,residential,single_phase,Domestic LT-I,Thoubal,Thoubal Bazar,"Thoubal Bazar, Thoubal, Manipur",24.659023,94.004146,1.91,MNP837880,2023-06-22,3.82,False
MN-CHA-000333,Bijoy Aimol,residential,single_phase,Domestic LT-II,Chandel,Tengnoupal,"Tengnoupal, Chandel, Manipur",24.483463,94.041046,5.78,MNP109738,2023-12-17,11.55,False
MN-IMP-000334,Kshetrimayum Meetei,residential,single_phase,Domestic LT-I,Imphal West,Kakching,"Kakching, Imphal West, Manipur",24.78122,93.892959,3.94,MNP866260,2023-06-07,7.88,False
MN-UKH-000335,Irengbam Zou,residential,single_phase,BPL Category,Ukhrul,Lunghar,"Lunghar, Ukhrul, Manipur",25.174589,94.446445,5.13,MNP249792,2023-08-15,10.26,False
MN-IMP-000336,Mangang Mao,residential,single_phase,BPL Category,Imphal East,Thangmeiband,"Thangmeiband, Imphal East, Manipur",24.826115,93.978459,5.32,MNP884616,2023-02-26,10.64,False
MN-CHA-000337,BT Road Market,commercial,three_phase,Commercial LT,Chandel,Moreh,"Moreh, Chandel, Manipur",24.349934,94.146827,14.69,MNP888996,2023-04-25,29.38,False
MN-SEN-000338,Takhellambam Zou,residential,single_phase,BPL Category,Senapati,Mao,"Mao, Senapati, Manipur",25.397534,94.138812,1.68,MNP188341,2022-08-12,3.35,False
MN-CHU-000339,Lanchenbi Chiru,residential,single_phase,Domestic LT-I,Churachandpur,Churachandpur Town,"Churachandpur Town, Churachandpur, Manipur",24.405836,93.788787,2.31,MNP884170,2021-10-22,4.63,False
MN-IMP-000340,Yaiphabi Gangte,residential,single_phase,BPL Category,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.819756,93.994084,1.65,MNP722780,2023-08-10,3.31,False
MN-IMP-000341,Nongthombam Poumai,residential,three_phase,BPL Category,Imphal East,Langol,"Langol, Imphal East, Manipur",24.828819,93.950814,5.66,MNP541307,2021-12-15,11.32,False
MN-THO-000342,Ibomcha Meetei,residential,single_phase,Domestic LT-I,Thoubal,Heirok,"Heirok, Thoubal, Manipur",24.697106,94.09164,3.63,MNP141761,2023-09-01,7.27,False
MN-SEN-000343,Imphal Rice Mill,industrial,three_phase,Small Scale Industry,Senapati,Willong,"Willong, Senapati, Manipur",25.372409,94.11891,91.06,MNP847245,2021-03-12,182.11,False
MN-SEN-000344,BT Road Market,commercial,three_phase,Shops & Establishments,Senapati,Tadubi,"Tadubi, Senapati, Manipur",25.365783,93.957402,26.88,MNP745972,2023-02-24,53.76,False
MN-CHU-000345,Laishram Tarao,residential,single_phase,BPL Category,Churachandpur,Tuibong,"Tuibong, Churachandpur, Manipur",24.334501,93.668085,1.85,MNP765105,2019-09-22,3.69,False
MN-IMP-000346,Sunrise School,commercial,three_phase,Commercial LT,Imphal West,Kwakeithel,"Kwakeithel, Imphal West, Manipur",24.79874,93.903791,31.05,MNP160718,2022-08-20,62.11,False
MN-SEN-000347,Premila Meitei,residential,single_phase,BPL Category,Senapati,Kangpokpi,"Kangpokpi, Senapati, Manipur",25.213071,94.013058,3.93,MNP790017,2019-11-08,7.86,False
MN-IMP-000348,Ningombam Inpui,residential,three_phase,BPL Category,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.835351,93.952313,4.32,MNP642347,2019-08-13,8.63,False
MN-CHU-000349,DM College,commercial,single_phase,Commercial HT,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.432897,93.742379,15.07,MNP868538,2023-05-06,30.14,False
MN-IMP-000350,Sunrise School,commercial,single_phase,Commercial LT,Imphal East,Langol,"Langol, Imphal East, Manipur",24.781708,93.990907,8.19,MNP375722,2020-01-05,16.38,False
MN-IMP-000351,Cement Corporation Manipur,industrial,three_phase,Small Scale Industry,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.811229,93.917026,190.25,MNP477617,2023-09-11,380.5,False
MN-THO-000352,Maibam Vaiphei,residential,three_phase,BPL Category,Thoubal,Lilong,"Lilong, Thoubal, Manipur",24.679878,94.09969,3.08,MNP857888,2023-05-11,6.16,False
MN-IMP-000353,Lourembam Chanu,residential,single_phase,Domestic LT-II,Imphal East,Porompat,"Porompat, Imphal East, Manipur",24.833703,93.958135,3.66,MNP257375,2023-01-01,7.32,False
MN-IMP-000354,Ginger Processing Plant,industrial,three_phase,Small Scale Industry,Imphal East,Nagamapal,"Nagamapal, Imphal East, Manipur",24.823925,93.991157,197.45,MNP787554,2021-08-27,394.91,False
MN-BIS-000355,Phurailatpam Meetei,residential,single_phase,Domestic LT-I,Bishnupur,Laphupat Tera,"Laphupat Tera, Bishnupur, Manipur",24.626827,93.812665,3.4,MNP626428,2020-03-25,6.79,False
MN-THO-000356,Manipur Handloom,commercial,three_phase,Commercial HT,Thoubal,Wabagai,"Wabagai, Thoubal, Manipur",24.673758,93.985817,11.09,MNP172274,2021-05-25,22.18,False
MN-CHU-000357,BT Road Market,commercial,three_phase,Commercial LT,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.353193,93.693086,17.13,MNP486839,2022-11-18,34.26,False
MN-CHU-000358,Ngangom Maram,residential,single_phase,Domestic LT-II,Churachandpur,Mualkoi,"Mualkoi, Churachandpur, Manipur",24.335041,93.656314,1.58,MNP910143,2019-08-27,3.16,False
MN-BIS-000359,Khundrakpam Devi,residential,single_phase,Domestic LT-II,Bishnupur,Moirang,"Moirang, Bishnupur, Manipur",24.648772,93.814166,3.23,MNP766833,2020-02-12,6.46,False
MN-UKH-000360,Vishal Mega Mart,commercial,single_phase,Shops & Establishments,Ukhrul,Ukhrul Town,"Ukhrul Town, Ukhrul, Manipur",25.135929,94.343651,38.37,MNP862540,2022-04-13,76.75,False
MN-BIS-000361,Memcha Simte,residential,single_phase,Domestic LT-I,Bishnupur,Laphupat Tera,"Laphupat Tera, Bishnupur, Manipur",24.628635,93.763412,3.38,MNP146032,2022-09-15,6.76,False
MN-SEN-000362,Nirmalabas High School,commercial,three_phase,Commercial LT,Senapati,Mao,"Mao, Senapati, Manipur",25.375824,94.138946,22.69,MNP708982,2023-06-21,45.38,False
MN-SEN-000363,Leishangthem Zou,residential,single_phase,Domestic LT-II,Senapati,Kangpokpi,"Kangpokpi, Senapati, Manipur",25.322682,93.983407,5.96,MNP992247,2022-03-28,11.92,False
MN-SEN-000364,City Pharmacy,commercial,single_phase,Commercial LT,Senapati,Mao,"Mao, Senapati, Manipur",25.246334,94.138546,28.61,MNP178315,2022-11-13,57.23,False
MN-IMP-000365,Ningombam Liangmai,residential,single_phase,Domestic LT-II,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.792542,93.915888,2.54,MNP226601,2020-12-31,5.08,False
MN-BIS-000366,Elangbam Koireng,residential,three_phase,Domestic LT-I,Bishnupur,Toubul,"Toubul, Bishnupur, Manipur",24.567653,93.783073,2.34,MNP265271,2020-02-27,4.68,False
MN-IMP-000367,Ongbi Haokip,residential,single_phase,Domestic LT-II,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.834571,93.954509,1.76,MNP515492,2021-02-15,3.52,False
MN-CHU-000368,Ibomcha Rongmei,residential,three_phase,BPL Category,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.445365,93.782568,5.67,MNP884417,2020-12-02,11.35,False
MN-CHA-000369,Yumnam Singh,residential,single_phase,Domestic LT-I,Chandel,Tengnoupal,"Tengnoupal, Chandel, Manipur",24.498982,94.052169,3.28,MNP237064,2022-11-23,6.57,False
MN-UKH-000370,Shamu Automobile,commercial,three_phase,Commercial LT,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.151648,94.439204,12.5,MNP122859,2023-08-23,25.0,False
MN-CHA-000371,Wangkhem Gangte,residential,single_phase,Domestic LT-II,Chandel,Machi,"Machi, Chandel, Manipur",24.463167,94.067332,2.51,MNP153097,2023-01-23,5.01,False
MN-SEN-000372,HDFC Bank Imphal,commercial,single_phase,Shops & Establishments,Senapati,Tadubi,"Tadubi, Senapati, Manipur",25.307395,94.068588,26.35,MNP547389,2023-01-14,52.71,False
MN-THO-000373,Dinamani Simte,residential,single_phase,BPL Category,Thoubal,Yairipok,"Yairipok, Thoubal, Manipur",24.609149,94.081619,2.7,MNP746947,2022-08-17,5.39,False
MN-CHA-000374,Memcha Haokip,residential,single_phase,Domestic LT-I,Chandel,Liwa Sarei,"Liwa Sarei, Chandel, Manipur",24.325903,94.266624,5.8,MNP539599,2022-11-20,11.6,False
MN-BIS-000375,Irengbam Mao,residential,single_phase,Domestic LT-II,Bishnupur,Thanga,"Thanga, Bishnupur, Manipur",24.636213,93.871427,4.45,MNP460745,2020-10-31,8.9,False
MN-SEN-000376,Ibomcha Anal,residential,single_phase,Domestic LT-I,Senapati,Purul,"Purul, Senapati, Manipur",25.310171,93.967397,3.34,MNP950069,2019-08-22,6.68,False
MN-CHA-000377,Naoba Aimol,residential,three_phase,Domestic LT-I,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.374538,94.077926,4.76,MNP359896,2020-04-27,9.51,False
MN-IMP-000378,Victoria Thadou,residential,single_phase,BPL Category,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.814711,93.935673,2.49,MNP433451,2019-11-13,4.98,False
MN-IMP-000379,Ahongshangbam Hmar,residential,single_phase,Domestic LT-II,Imphal East,Langol,"Langol, Imphal East, Manipur",24.827828,93.935329,5.33,MNP668458,2022-04-10,10.66,False
MN-IMP-000380,Khumanthem Aimol,residential,single_phase,Domestic LT-II,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.81466,93.963641,4.17,MNP100716,2022-02-22,8.33,False
MN-BIS-000381,Apollo Pharmacy Imphal,commercial,three_phase,Commercial HT,Bishnupur,Moirang,"Moirang, Bishnupur, Manipur",24.632468,93.802171,29.54,MNP162448,2023-11-19,59.07,False
MN-THO-000382,Chanu Maram,residential,single_phase,BPL Category,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.656573,93.990054,5.45,MNP514812,2020-09-19,10.91,False
MN-CHU-000383,Ningombam Zeliang,residential,single_phase,Domestic LT-II,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.419614,93.748768,5.33,MNP780714,2022-03-24,10.66,False
MN-UKH-000384,Irengbam Monsang,residential,single_phase,Domestic LT-II,Ukhrul,Kasom,"Kasom, Ukhrul, Manipur",25.173459,94.441673,5.27,MNP233534,2023-01-04,10.53,False
MN-SEN-000385,Sagolsem Anal,residential,three_phase,BPL Category,Senapati,Karong,"Karong, Senapati, Manipur",25.339494,94.086028,4.28,MNP331625,2020-06-02,8.57,False
MN-CHA-000386,Chanu Chothe,residential,single_phase,Domestic LT-II,Chandel,Machi,"Machi, Chandel, Manipur",24.450543,94.047582,5.46,MNP276042,2020-06-09,10.93,False
MN-IMP-000387,St. Joseph School,commercial,single_phase,Commercial LT,Imphal West,Chingmeirong,"Chingmeirong, Imphal West, Manipur",24.811029,93.882047,34.34,MNP361662,2020-02-13,68.68,False
MN-CHU-000388,Biren Poumai,residential,single_phase,Domestic LT-II,Churachandpur,Tuibong,"Tuibong, Churachandpur, Manipur",24.31933,93.700268,4.85,MNP274418,2021-09-07,9.69,False
MN-SEN-000389,Tombi Kabui,residential,single_phase,BPL Category,Senapati,Mao,"Mao, Senapati, Manipur",25.232152,94.113593,5.24,MNP782591,2019-10-03,10.49,False
MN-THO-000390,Tomba Moyon,residential,single_phase,Domestic LT-II,Thoubal,Heirok,"Heirok, Thoubal, Manipur",24.650747,93.950958,2.79,MNP209812,2023-08-04,5.58,False
MN-SEN-000391,Yendrembam Haokip,residential,single_phase,BPL Category,Senapati,Saikul,"Saikul, Senapati, Manipur",25.323385,94.146237,4.34,MNP606186,2020-01-21,8.69,False
MN-THO-000392,Saikhom Meitei,residential,single_phase,Domestic LT-I,Thoubal,Leisho,"Leisho, Thoubal, Manipur",24.62598,94.045101,3.93,MNP299212,2021-09-16,7.86,False
MN-CHU-000393,Naoroibam Vaiphei,residential,single_phase,BPL Category,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.416977,93.666047,4.92,MNP676363,2021-04-02,9.85,False
MN-UKH-000394,Devi Moyon,residential,single_phase,BPL Category,Ukhrul,Ukhrul Town,"Ukhrul Town, Ukhrul, Manipur",25.108253,94.492598,3.04,MNP729371,2021-04-24,6.08,False
MN-IMP-000395,Ebomcha Moyon,residential,three_phase,Domestic LT-II,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.824284,93.995242,1.96,MNP984756,2023-05-11,3.92,False
MN-SEN-000396,Oinam Haokip,residential,single_phase,Domestic LT-II,Senapati,Liyai,"Liyai, Senapati, Manipur",25.387446,94.087577,1.81,MNP293862,2021-12-04,3.61,False
MN-UKH-000397,St. Joseph School,commercial,single_phase,Commercial HT,Ukhrul,Kamjong,"Kamjong, Ukhrul, Manipur",25.060193,94.441634,9.69,MNP587648,2022-07-12,19.38,False
MN-CHU-000398,Laishram Vaiphei,residential,single_phase,Domestic LT-II,Churachandpur,Mualkoi,"Mualkoi, Churachandpur, Manipur",24.387326,93.701882,4.29,MNP947438,2020-12-20,8.59,False
MN-BIS-000399,Irengbam Chiru,residential,single_phase,BPL Category,Bishnupur,Thanga,"Thanga, Bishnupur, Manipur",24.554574,93.880731,5.88,MNP820442,2021-05-05,11.76,False
MN-BIS-000400,Devi Rongmei,residential,three_phase,BPL Category,Bishnupur,Toubul,"Toubul, Bishnupur, Manipur",24.646888,93.862448,2.09,MNP136415,2021-03-10,4.17,False
MN-THO-000401,Thangjam Paite,residential,three_phase,Domestic LT-I,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.675826,93.953688,1.6,MNP232315,2023-10-07,3.2,False
MN-SEN-000402,Chinglen Koireng,residential,single_phase,BPL Category,Senapati,Maram,"Maram, Senapati, Manipur",25.264722,94.047729,4.97,MNP946561,2023-08-18,9.93,False
MN-SEN-000403,Phurailatpam Chiru,residential,single_phase,Domestic LT-I,Senapati,Willong,"Willong, Senapati, Manipur",25.336659,94.039181,2.73,MNP924758,2020-01-29,5.46,False
MN-SEN-000404,Ongbi Simte,residential,single_phase,BPL Category,Senapati,Kangpokpi,"Kangpokpi, Senapati, Manipur",25.399425,94.035236,3.53,MNP895216,2023-06-11,7.06,False
MN-IMP-000405,Moirang Pheijom,commercial,three_phase,Commercial HT,Imphal West,Kwakeithel,"Kwakeithel, Imphal West, Manipur",24.761454,93.935637,30.04,MNP376967,2021-11-09,60.09,False
MN-CHA-000406,Naorem Rongmei,residential,single_phase,BPL Category,Chandel,Chandel Town,"Chandel Town, Chandel, Manipur",24.344154,94.024714,4.56,MNP813884,2020-02-12,9.12,False
MN-SEN-000407,Biren Kabui,residential,three_phase,Domestic LT-II,Senapati,Mao,"Mao, Senapati, Manipur",25.330902,94.004652,5.78,MNP121215,2022-02-10,11.56,False
MN-CHU-000408,Shija Hospital,commercial,three_phase,Shops & Establishments,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.322659,93.71485,38.17,MNP818119,2023-06-15,76.34,False
MN-BIS-000409,Imphal Rice Mill,industrial,three_phase,Small Scale Industry,Bishnupur,Moirang,"Moirang, Bishnupur, Manipur",24.591973,93.845779,103.62,MNP564635,2019-08-31,207.23,False
MN-CHU-000410,Tata Motors Imphal,commercial,three_phase,Commercial LT,Churachandpur,Tipaimukh,"Tipaimukh, Churachandpur, Manipur",24.341132,93.797597,20.8,MNP563173,2022-10-27,41.61,False
MN-SEN-000411,Manipur Handloom,commercial,three_phase,Commercial LT,Senapati,Liyai,"Liyai, Senapati, Manipur",25.37882,93.995991,14.43,MNP640299,2019-07-27,28.85,False
MN-CHU-000412,Nongthombam Chiru,residential,three_phase,Domestic LT-I,Churachandpur,Sangaikot,"Sangaikot, Churachandpur, Manipur",24.30467,93.74775,3.16,MNP282176,2022-12-04,6.32,False
MN-BIS-000413,Gomti Restaurant,commercial,single_phase,Commercial LT,Bishnupur,Bishnupur Bazar,"Bishnupur Bazar, Bishnupur, Manipur",24.636436,93.820981,38.97,MNP477880,2020-01-20,77.93,False
MN-UKH-000414,Ibemhal Devi,residential,single_phase,Domestic LT-II,Ukhrul,Shangshak,"Shangshak, Ukhrul, Manipur",25.037105,94.473725,4.99,MNP722899,2021-07-03,9.99,False
MN-CHA-000415,Victoria Paite,residential,single_phase,Domestic LT-II,Chandel,Khengjoy,"Khengjoy, Chandel, Manipur",24.454184,94.253435,4.92,MNP885342,2020-02-22,9.85,False
MN-IMP-000416,Ningombam Kom,residential,three_phase,BPL Category,Imphal East,Mantripukhri,"Mantripukhri, Imphal East, Manipur",24.823835,93.939187,1.65,MNP336047,2020-03-16,3.29,False
MN-SEN-000417,Oken Singh,residential,single_phase,Domestic LT-I,Senapati,Willong,"Willong, Senapati, Manipur",25.38417,94.07333,5.08,MNP778818,2023-01-13,10.17,False
MN-IMP-000418,Ojita Monsang,residential,single_phase,BPL Category,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.813707,93.938212,2.06,MNP773962,2022-06-18,4.13,False
